assunto;relato
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraíso, cidade São Gonçalo na região da UERJ FFP começa no início da madrugada de quarta-feira e tem ido quase até de manhã (das 23:00 até as 06 da manhã). Desde o ano passado acontecia seguidamente semana após semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijão com ligação com o Comando Vermelho. Os próprios bandidos divulgam a filiação e desafiam a polícia abertamente. Doutor Francisco Portela, 1,Paraisona cidade deSao Goncaloâ  CEP: 24435-000. Entrada próxima ao CIEP 237 Jornalista Wladimir Herzog
Tráfico de drogas/Armas;O bar na esquina da onda, está sob nova administração, e trouxe juntamente muitas pessoas diferentes para o bairro, onde alguns exibem armas, a venda da droga está bem visível a todos os moradores.  Onde existem algumas reclamaçÃµes, mas, não resolvidas com sucesso.  Saem do mais o dom e altíssimo, causando incomodo a muitos moradores.  A entrada de motoqueiros que fazem arruaça pela madrugada a dentro e constante. 
Tráfico de drogas/Armas;Cinco rapazes estão traficando a 60 metros do CIEP 391 Caio Figueiredo no bairro de Inoã cidade de Maricá. Um dos elementos porta um revólver calibre 38 e intimida os moradores. O intento é criar ponto de tráfico na escola. Não existe tráfico no local e os moradores estão assustados sendo atacados constantemente. Por favor ajudem, tem intenso número de crianças e pais de alunos no local. Alguém vai se machucar. Nós pedimos por socorro.
Tráfico de drogas/Armas;Alguns rapazes chegaram de fora e estão vendendo drogas nas proximidades do CIEP 391 Caio Figueiredo. Não existe tráfico no local. Eles estão assustando os moradores e oprimindo o pessoal do butequim onde ficam durante o dia eles não moram no local. Tentam estabelecer um ponto de tráfico. Ostentam apenas um revólver e algumas armas de Airsoft. Mas o revólver é de verdade. Os moradores estão com medo.
Tráfico de drogas/Armas;Ajuda estão traficando próximo ao CIEP 391 Caio Figueiredo. No bairro de Inoã cidade de Maricá. Os meliantes não são moradores, não tem tráfico no local até então. Estão oprimindo os moradores para se estabelecer no lugar. é muito próximo a escolas e creche. Os moradores estão assustados. Ajudem. Não deixem de perpétua neste lugar de gente humilde e trabalhadora. Eles tem um revólver e algumas armas de brinquedo. 
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraíso, cidade São Gonçalo na região da UERJ FFP começa no início da madrugada de quarta-feira e tem ido quase até de manhã (das 23:00 até as 06 da manhã). Desde o ano passado acontecia seguidamente semana após semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijão com ligação com o Comando Vermelho. Os próprios bandidos divulgam a filiação e desafiam a polícia abertamente.
Tráfico de drogas/Armas;Queremos denunciar o Tráfico de drogas que vem acontecendo no colégio municipal professor Leopoldo machado que fica na rua vereador marinho Hemetério de Oliveira , centro queimados rj, os traficantes ficam em frente a entrada do colégio, e usam alunos para levar a droga para dentro do mesmo, um deles menor de 14anos de nome Ruan, mora na rua José Marques n 156 centro Queimados RJ , o garoto ameaça os professores e alunos sua mãe de nome Cristiane atende por Tita também é usuária de drogas , ela usa os filhos para buscar drogas para ela.
Tráfico de drogas/Armas;Aqui no condomínio MCMV em Inoa tem um traficante chamado Alan veio fugido do Arsenal em são Gonçalo e está ameaçando moradores
Tráfico de drogas/Armas;Na Minha rua tá cheio de barricadas,tiraram o direito dos moradores de ir e vir ,isso é um absurdo.
Tráfico de drogas/Armas;A empresa de ónibus viação Icaraí mudou a rota pois os traficantes estavam pegando carona, nós moradores sofremos pois ficamos horas esperando e nada...Isso é um desrespeito com os moradores...
Tráfico de drogas/Armas;Boca de fumo ao ar livre, venda de drogas no meio da rua. Traficantes vendendo drogas no Morro da Conceição, na Rua Mato Grosso em frente ao número 15 e fica um de segurança na mesma Rua Mato Grosso em frente ao número 35, próximo a uma imagem de São Jorge. Muitos usuários sobem de moto-taxi pra comprar ou a pé da Rua Sacadura Cabral. Agora a noite tem 2 vendendo e 1 de segurança aparentemente armado. Os moradores não podem sair de casa, pois, eles ficam encarando, esses traficantes são do Morro da Providência e vem vender aqui no Morro da Conceição.
Tráfico de drogas/Armas;Boca de fumo no Morro da Conceição, com traficantes vendendo drogas na Rua Mato Grosso em frente ao número 15 e 35, o dia todo, inclusive de madrugada, ficam vendendo drogas no meio da rua, armados, intimidando moradores, ninguém mais pode ficar na rua. Esses traficantes são do Morro da Providência. Também ficam olheiros na Rua do Escorrega e Travessa Mato Grosso.
Tráfico de drogas/Armas;Olá. Boa noite. Moro na rua Galvão, no Barreto, em Niterói RJ. Nesse momento está tendo baile funk em algum lugar aqui perto. As músicas são assustadoras. Está muito alto, porque moro mais pra perto do cemitério e da minha casa que é em uma vila, estou ouvindo bem alto. Provavelmente é no morro do Martins. Mas pode ser outro aqui em volta. Plena terça-feira para quarta-feira.  Tenho que acordar cedo e creio que não sou só eu. Quem não tem ar condicionado tem que se sujeitar a dormir na hora que desligarem o som. Não sei se é com vocês que falo. Coloquei tráfico na descrição porque provavelmente é financiado pelo tráfico.  Por favor, ajude o povo daqui. Gente de bem não merece isso. Obrigada.
Tráfico de drogas/Armas;Queremos denunciar o Tráfico de drogas feito por um menor que mora na rua José Marques n 156, centro queimados rj, de nome Ruan,o mesmo estuda no período da tarde no colégio municipal professor Leopoldo machado, na rua vereador marinho Hemetério de Oliveira, onde está ocorrendo um ponto de Tráfico de drogas em frente ao portão, eles ameaçam os funcionários e professores, e esse aluno leva drogas para dentro da instituição, sua mãe de nome Cristiane atende por Tita, também é usuária, os pais e alunos não aguentam mais esse tipo de coisa, pedimos a ajuda da patrulha escolar,e do 24 BPM, 
Tráfico de drogas/Armas;"Qualifiquei a denúncia como trafico, pq não encontrei categoria compatível. Tenho feito denuncia a alguns dias. Não sei se está sendo verificado,mas espero que sim. Através desta registro que a venda de bebidas falsificadas continua, bem como a fabricação. é visto claramente a entrada e saída de garrafas. Mas o problema maior e o público que vem comprar as bebidas. O comércio e feito também pelos país do Rafael, que é aparentemente o responsável. Os pais vendem quando ele não esta. Já o vi armado saindo do carro, ainda de dia. E ""clientes"" armados já foram vistos.  Pelo que percebi, e feito a comercialização de diversos tipos de wisky e vodka. Por favor, chequem esta informação. Se em frente a cãs tiver um corsa sedan preto com rack no teto, epq o Rafael esta em casa."
Tráfico de drogas/Armas;Quero relatar  sobre o baile funk no bairro Paraíso, cidade São Gonçalo na região da UERJ FFP começa no início da madrugada de quarta-feira e tem ido quase até de manhã (das 23:00 até as 06 da manhã). Desde o ano passado acontecia seguidamente semana após semana atrapalhando o sono de todo mundo! Isso é um desrespeito, com quem trabalha/estuda cedo. Provavelmente é promovido pelos bandidos do morro do Feijão com ligação com o Comando Vermelho. Os próprios bandidos divulgam a filiação e desafiam a polícia abertamente.
Tráfico de drogas/Armas;Tráfico volta a agir na favelinha no vila 3 na rua aldrovando pena com Nonato Farias no beco de cima com um atividade com rádio e armado no final da girão Barroso monitorando o acesso ao beco por esta última
Tráfico de drogas/Armas;Carro abandonado servindo pra guardar drogas ,acredito ser roubado .placa KTX 7619 MARCA CHEVETE COR CINZA
Tráfico de drogas/Armas;Tráficantes voltam a agir na favelinha vendendo drogas com muleques armados atirando até nas próprias sombras na favelinha no vila 3 a uns 500 metros  do centro do Alcântara ficam na rua aldrovando pena esquina com Nonato Farias no beco de frente para a Nonato com um olheiro armado com um rádio na girão Barroso na outra extremidade do beco e durante o dia ficam andando com as armas entretada e as drogas tb, e quando a tarde cai assumem a venda
Tráfico de drogas/Armas;Boca volta a funcionar na favelinha no vila 3 na esquina da Nonato Farias com aldrovando pena no beco de cima com um atividade armado e com rádio no no acesso ao beco pela girão Barroso para não serem surpreendidos
Tráfico de drogas/Armas;Mais uma vez venho solicitar fiscalização Na Rua José Eugênio que virou ponto de prostituição e drogas. Durante qualquer horário do dia é possível ver as prostitutas se drogando e fora o atentado ao pudor, pois já teve caso de carro parado com prostitutas fazendo sexo sem o menor respeito.  Fora a gritaria durante a madrugada.
Tráfico de drogas/Armas;Traficantes circulam livremente em carros  roubados e portando fuzis e metralhadoras.
Tráfico de drogas/Armas;Muitos bandidos fortemente armados com armas de grosso calibre no Jacarezinho na localidade conhecida como buraco do Lacerda.
Tráfico de drogas/Armas;Vários muleques armados que se intitulam traficantes com medo do próprio peido infernizando a vida dá comunidade parando todos os carros e atirando em carro de moradores que inferno, no exato momento que faço essa denuncia vários deles armados, favelinha vila 3 no beco de cima
Tráfico de drogas/Armas;Grande traficante de drogas e armas, o famoso DINHO de Manguinhos, mora no bairro de Higienópolis- RJ na rua RolÃ¢ndia 264 apto 401, anda livremente e nada acontece. Porque?? Tem até mandado de prisão, é nada acontece?
Tráfico de drogas/Armas;Jovens usando drogas e ameacando pedestres.
Tráfico de drogas/Armas;Boca de fumo aqui na cidade nova Rua Aníbal benévolo 35 a boca é em cima da Lage os 8 traficantes armado de pistola só que na rua fica muito olheiro do tráfico se vim de viatura não pegá os cara.  Essa boca Ja velha aqui os polícia vem mais não pegá essa boca era na Laura agora passou voltou pra aqui
Tráfico de drogas/Armas;Nós professores, país e alunos não aguentamos mais o Tráfico de drogas que vem acontecendo no colégio municipal professor Leopoldo machado que fica na rua vereador marinho Hemetério de Oliveira centro queimados rj, isso mais no período da tarde e noturno, eles agem em frente ao portão do colégio, intimidando funcionários , alunos e pais, estão usando alunos para levar a droga para dentro do colégio, um deles um menor de 14 anos de nome Ruan, mora na rua José Marques n 156, centro queimados rj essa rua fica  em frente ao colégio, esse garoto é bastante agressivo, ameaça outras crianças, bastante problemático , sua mãe também é usuária de ddrogas, ele faz o serviço de buscar para ela também, nós não aguentamos mais pedimos a ajuda do 24BPM, E o policiamento em horário escolar desde já agradecemos.
Tráfico de drogas/Armas;Vários bandidos do CV colocaram barricadas ameaçando  moradores portando  armas pesadas e está rolando um boato que Schumaker está escondido nessa Rua  expedicionário José da Silva  esquina com a Rua Rio Araguaia. Eles ficam na frente do bar da Baiana. Nos ajudem por favor. Não temos mas nem o direito de ficar na rua e tem um boato tb que eles querem colocar fogo na dona desse bar por ela não aceitar . Temos q andar com o pisca alerta ligado se não fizermos isso eles atiram no carro.
Tráfico de drogas/Armas;Boca volta a funcionar a pleno vapor na favelinha no vila 3 com traficantes armados, a boca está ficando no beco de cima de frente para a rua nonato Farias se vierem pela rua Manoel Ivo atentar para o atividade que fica no bar azul na primeira esquina a esquerda não se sabe se é um atividade ou a própria dona do bar que os avisa dá chegada da polícia, ontem eles passaram o dia nesse bar fazendo churrasco bar da zilma
Tráfico de drogas/Armas;Possível invasão comunicada por meliantes de outra localidade.Os moradores estão sendo avisados que traficantes irão invadir a qualquer momento o bairro Parque Veneza conhecido como (Vasco) localizado em Belford roxo.Neste local não possui tráfico os moradores estão com medo e se sentindo acuados.
Tráfico de drogas/Armas;Moro num condomínio residencial da caixa económica, e no lado da minha casa montaram um ponto de vendas de drogas,e perturbam os moradores daki com sons altos e bagunça o tempo inteiro
Tráfico de drogas/Armas;Moradores da vila em frente ao sindicato dos vigilantes estão assustados com a presença de marginais. A qualquer horário, mas principalmente a noite e madrugada. Escondem drogas nos buracos, plantas e nas últimas duas casas que vão pra mata.
Tráfico de drogas/Armas;Rua André Cavalcante, 123 é uma vila estão usando de madrugada como boca e rota de fuga, tentam roubar as motos que ficam paradas dentro dá vila que são dos moradores, o morador dá primeira casa do térreo ajuda os meliantes e o dá casa 3 e 10 também
Tráfico de drogas/Armas;Tráficantes dá favelinha brincam de gato e rato com a polícia, se a polícia vem por cima eles descem para a praça do vila 3 ou praça do fumacê sendo esta primeira preferida por conta do movimento pois fica mais fácil passarem desapercebidos, hoje mesmo em incursão na caixa d'água para recuperar carga roubada os mesmos ficaram na praça do vila 3 esperando a poeira  baixar para voltarem a vender drogas, a prática de roubo de carga virou corriqueira na localidade tendo em vista a posição privilegiada dá comunidade no centro do Alcântara de onde partem vários caminhÃµes para fazerem entrega
Tráfico de drogas/Armas;Os pais e alunos e professores do colégio municipal professor Leopoldo machado que fica na rua vereador marinho Hemetério de Oliveira centro queimados rj , queremos denunciar o Tráfico de drogas que vem acontecendo na porta dessa instituição onde vagabundos ameaçam os funcionários e professores e alunos, estão usando os alunos menores para levar drogas para dentro do colégio tem um aluno de nome Ruan mora na rua José Marques n 156, o mesmo está levando drogas para dentro do colégio, sua mãe de nome Cristiane atende por Tita também é usuária de drogas, são pessoas bastante problemáticas,pedimos a colaboração do 24 BPM,E Do conselho tutelar, para este caso. 
Tráfico de drogas/Armas;No município de Nilopolis vêm ocorrendo constantemente compras de drogas onde os envolvidos não são pertubados pela polícia, isso acontece com frequência na parte da tarde e noite 
Tráfico de drogas/Armas;Boca desceu pra favelinha no vila 3 com atividade no beco de cima pelo acesso dá rua girão Barroso, a boca está ficando no beco de cima o atividade dá girão está nesse momento com um short vermelho e camisa do Flamengo é moreno e gordinho está armado com um 38 e radinho
Tráfico de drogas/Armas;Tráfico volta a vender drogas na favelinha no vila 3 a boca está no beco de cima que dá acesso a rua girão Barroso onde fica um atividade armado e com rádio comunicador monitorando o acesso a boca por esta rua, estão armados um bando de muleques irresponsáveis e se cagando de medo a boca começa a funcionar na parte da tarde e vai noite a dentro
Tráfico de drogas/Armas;Os traficantes estão voltando para o caju agora, estão voltando da mineira incluzives o traficante bob do caju e disse que vai fazer o inferno com os UPP os Uber estão indo busca e já tem um voltando com armas e drogas, eo tráfico está de vouta com as bocas de fumo abertas algumas 
Tráfico de drogas/Armas;Boca de fumo ao ar livre no Morro da Conceição, na Rua Mato Grosso entre o número 15 e 35, ficam de 2 a 3 traficantes o dia inteiro, inclusive de madrugada, sao traficantes do Morro da Providência, nesta sexta de madrugada foram ouvido tiros no local, andam com armas e intimidando moradores, o local é ao lado de um colégio (Escola Padre Dr. Francisco da Mota).
Tráfico de drogas/Armas;Diariamente vagabundos altamente armados passando o tempo inteiro pela Rua Cunha Barbosa em direção ao beco que da acesso a rua do Monte. Eles vem de moto ou a pé, as vezes, trazendo ou levando drogas pro Casarão que fica na rua do Livramento na esquina da Saída do Túnel dá Central do Brasil. Moradores se sentem muito acuados. Motos o tempo inteiro subindo pela ladeira da Antiga Rádio Tupi e indo até o Beco que dá acesso a Rua do Monte.
Tráfico de drogas/Armas;Nós pais e alunos e professores do colégio municipal professor Leopoldo machado que fica na rua vereador marinho Hemetério de Oliveira centro queimados rj vem aqui denúnciar o Tráfico de drogas que vem acontecendo na porta dessa instituição onde os vagabundos ameaçam os funcionários e alunos, e estão usando os alunos menores para levar drogas para dentro do colégio, tem um aluno de nome Ruan mora na rua José Marques n 156,sua mãe de nome Cristiane atende por Tita também é usuária de drogas, o mesmo está levando drogas para dentro do colégio é bastante problemático e agressivo, ameaça os outros alunos, pedimos a ajuda do 24BPM, e do conselho tutelar neste caso , desde já agradecemos
Tráfico de drogas/Armas;Tráfico volta a infernizar a vida dos moradores e promover assaltos a cargas na Região de Alcântara e adjacências trazendo os caminhÃµes para AA favelinha ou para o alto da caixa d'água para descarregar, o saldo boca costuma abrir a tarde por volta das 14hs indo até a noite é quando a polícia tenta invadir eles correm pró alto do morro ou descem dependendo de onde a polícia vier, a boca está no beco de cima que dá acesso a rua girão Barroso, onde fica um atividade no final da mesma com rádio comunicador monitorando o acesso é revólver, ao subirem a Manoel Ivo atentar para possível informante do tráfico no bar azul bar dá Zilma não se sabe ao certo se é ela quem liga para os traficantes avisando da chegada dá polícia, hj a boca já está aberta o atividade é moreno entre 18 e 23 alt +ou- 1,70 e gordinho
Tráfico de drogas/Armas;Os tralhas estão se sentindo tão a vontade que a boca já está aberta na favelinha no vila 3 com um atividade armado com um 38 e um radinho no final da girão Barroso dando cobertura sãos valores que ficam no beco de cima na adesivando pena, o morador dá rua Nonato Farias Gabriel que foi preso aano passado no morro dá pedreira tb no vila 3 cuja casa fica ao lado do bar do Ruan na Nonato Farias, magro moreno claro mãe chamada Ane é um dos que se encarregam de deixar os tralhas a vontade na comunidade
Tráfico de drogas/Armas;Prostibulo funcionando na rua barão do bom retiro 1029 ao lado do American Pet emcima da lotérica. A música é mt alta a noite toda,o som só é desligado de manhã.um inferno. Também existem menores se prostituindo e consumo e Tráfico de drogas no local. O nome do lugar é M. Rosas Night Club.O lugar é frequentado por traficantes do morro São João. 
Tráfico de drogas/Armas;Boa tarde, Quero denunciar, alguns marginais por trafico e tambem roubo. São ao menos 5 homens que estão distribuindo drogas na região. O lider se chama vagner vulgo vaguinho. 1,80cm Gordo Branco, tatuagem no pescoço. Tambem existe no local carros e motos que aparentam ser roubados. Ja pude ver tambem o mesmo (vaguinho), portando uma pistola. Tudo acontece na RUA DO NIQUEL, N172 CURICICA / JACAREPAGUA. Area do 18 BPM e 32 DP. São duas casas, uma de frente pra rua que fica vazia e é utilizada apenas para reinioes e festas do bando. A outra é a casa do proprio vagner, no mesmo quintal, casa de baixo nos fundos.
Tráfico de drogas/Armas;Estão no mesmo local todos os dias por volta das 16h horário que chego do trabalho... próximo a barra do Alan Lanches na praça Miami na Vila Kennedy
Tráfico de drogas/Armas;Venda e consumo de drogas durante período de aula em escola estadual.
Tráfico de drogas/Armas;Estou sendo obrigado a dar água pros bandidos perto de minha casa, e toda vez vejo pessoas armadas e eu me sinto impotente pois tenho medo de ligar pro 190.
Tráfico de drogas/Armas;TRÁFICO DE DROGAS NA COMUNIDADE DA TEIXEIRA DE FREITAS FONSECA NITEROI RJ GERENTE DO TRÁFICO DA COMUNIDADE VILA IPIRANGA ESTÁ AQUI VENDENDO MUITAS DROGAS 
Tráfico de drogas/Armas;Todos os finais de semana vem ocorrendo bailes funks na rua Dr. ótavio Áscoli com Coronel Alberto de Melo. A comunidade já está pacificada a aproximadamente 4 anos, mas ultimamente estamos totalmente abandonados. A polícia não faz mais patrulhamento e os bandidos estão a solta andando armados com diversas  motos roubadas e aterrorizando a população. Precisamos de operação urgente, pois não aguentamos mais chegar cansados do trabalho e não conseguir dormir. Os bailes ocorrem sexta, sábado e domingo. 
Tráfico de drogas/Armas;Baile funk clandestino em andamento nesse momento perturbando a paz e o sossego dos moradores com possível uso de intorpecente e com menores no local.
Tráfico de drogas/Armas;estabelecimento  de bar com drogas e maquinas caca niqueis.. bar que tem muitos drogados e pessoas jogando ao tempo todo em local residenci... fornecedor das drogas de nome spaike
Tráfico de drogas/Armas;Traficantes parando moradores nas ruas Camaré e Biaçú em Ricardo de Albuquerque, com vários armamentos, inclusive fazendo disparos, durante a madrugada, ficam escondidos na rua 
Tráfico de drogas/Armas;moro perto de um local que possui drogadis e maquinas caca nikel e todo tipo de gente
Tráfico de drogas/Armas;Gostaria em primeiro lugar de parabenizar a equipe do 7º que nessa manhã deu um bote certeiro na favelinha no vila 3, na rua Nonato Farias onde alguns foram detidos de frente ao bar do Ruan estando parado de frente pro bar a casa a esquerda é onde mora o tralhinha do Gabriel com sua mãe Ane que por estarem marcados pelos ADA ficam dando cobertura e induzindo esses tralhas a botarem a boca aqui em baixo achando que assim estão seguros, esses tralhas que não são crias estão esculachando a comunidade, desrespeitando os moradores, atirando em carro de moradores, e praticando vários roubos a carga pela região e trazendo para a favelinha pra descarregar com a ajuda daqueles moradores que são piolho de boca em troca das migalhas infelizmente nós moradores de bem não podemos fazer muita coisa mas em breve espero poder colaborar com nomes e endereços dos que estão ajudando esta corja
Tráfico de drogas/Armas;Elemento traficando drogas ( cocaina )  na rua noel nutels em frente a barraca do pepe 
Tráfico de drogas/Armas;Traficantes vendendo entorpecentes armados de fuzis e pistolas no beco da loira nas imediaçÃµes dá favela 48 em Bangu, pondo em risco a vida dos moradores que vivem no beco da loira com armas de fogo.
Tráfico de drogas/Armas;Prezados os bandidos estão com muitas cargas roubadas oferecendo para os moradores e ameaçando quem não quer!
Tráfico de drogas/Armas; Prezados os moradores estão sendo ameaçados pelo tráfico local a ponto de nem conseguir receber visitas
Tráfico de drogas/Armas;Alugaram uma casa pra negociar drogas na rua projetada A. 105.só lado do Brizolao do Salgueiro São Gonçalo. uma casa de vir amarela...São pessoas de Friburgo dois negros. (Homens).   
Tráfico de drogas/Armas;Supostos moradores de rua estão comercializando e consumindo crack na rua Ubaldino do amaral, estão criando uma verdadeira cracolÃ¢ndia, fazendo muito barulho todo o dia e madrugada, além de assaltar moradores. Apesar do aplicativo nos obrigar a dizer q não é emergência, é sim uma emergência. 
Tráfico de drogas/Armas;Boa tarde, mais uma vez os moradores da travessa Santo António em marechal hermes, são obrigados a conviver com a presença de bandidos passeando em nossa rua. Por volta das 13h passaram 4 motos todos os caronas com pistolas e radinho na mão. E cadê a polícia em nosso rua? Não existe uma ronda para nosso rua? Até quando vamos viver a sombra desses marginais? Cadê o comandante do 9 batalhão que não faz nada para resolver essa situação. Mesmo depois de centenas de denúncias dos moradores. Não estamos pedindo nada de mais apenas uma ronda na parte da manhã , tarde e noite só isso não precisa a viatura ficar aqui parada e só passar. Assim os bandidos não irão sair lá da favela do muquiço para passar aqui, pois é distante da nossa rua mesmo assim eles passam aqui sem serem perturbados. 
Tráfico de drogas/Armas;Está marcado para hoje dia 07/05/17 caso o flamengo vença o jogo uma carreata, após o jogo de bandidos da favela do muquiço saindo da comunidade entrando na travessa Santo António e depois pegando a rua jabiri em marechal Hermes e retornando para a comunidade. Atenção comandante do 9 batalhão só não vai pegar essas bandidos senão quiser.
Tráfico de drogas/Armas;gostaria de denunciar um estabelecimento em uma area residencial q tem muita bebida... muita droga e maquinas de caca nikel
Tráfico de drogas/Armas;Tráficantes dá caixa d'água e favelinha no vila 3 roubam de cinco a seis veículos provavelmente no entorno do centro do Alcântara e trazem para o morro da Caixa d'água, muito provavelmente se esses veículos tenham sido usados em práticas criminosas durante essa madrugada e pode ser que sejam encontrados aqui na favelinha ou no morro da Caixa d'água no vila 3 em são Gonçalo
Tráfico de drogas/Armas;Já perdemos a conta de quantas denúncias fizemos, do Tráfico de drogas que vem acontecendo no colégio municipal professor Leopoldo machado que fica na rua vereador marinho Hemetério de Oliveira centro queimados rj,os marginais ficam abordando os alunos mais no período da tarde, usam alguns deles para levar drogas para dentro do colégio tem um aluno de nome Ruan de 14 anos bastante agressivo e violento problemático, o mesmo está fazendo serviço de aviãozinho para esses marginais, ele é morador da rua José Marques n 156, sua mãe e usuária de drogas, nesse último domingo ela recebeu um homem negro de 1,80 magro, e seu filho Ruan , consumiram drogas o tempo todo fizeram a festa ,nos vizinhos não aguentamos mais pedimos socorro.
Tráfico de drogas/Armas;Bandidos colocaram barricadas no final da rua Cuiabá e estão ameaçando moradores.  Todo noite eles jogam bombas na esquina.  Colocaram uma barricada no fim da rua com diversos lixos e madeiras.
Tráfico de drogas/Armas;"Olá moro de aluguel na rua da esperança nº29 - areal - Angra dos Reis - RJ Essa mesma casa, estava programada para ser entregue no dia 13/05 Ontem no final do dia recebo a seguinte mensagem da dona via whatsapp; [7/5 17:30] Josiane: Oi boa tarde por favor dia 14 quero a casa vazia ok obrigado [7/5 17:31] Josiane: Vou alugar pro meninos Do morro os olheiros [7/5 17:31] Josiane: Obrigado Em outro momento da conversa ela diz; [7/5 17:40] Josiane: Olha não gostaria de chegar a esse ponto [7/5 17:41] Josiane: Fica com Deus e por favor os meninos queria ir aí pra ver a casa vou esperar até dia 14 depois levarei eles aí [7/5 17:42] Josiane: Falei pra eles não invadir por respeito [7/5 17:42] Josiane: Pq iria esperar até dia   13 [7/5 17:43] Josiane: Ok uma boa tarde E a conversa continua... [7/5 17:44] Thiago Agostinho: Isso é ameaça? Espero que não... [7/5 17:45] Josiane: Não claro que não lindo [7/5 17:45] Josiane: Apenas me chamou de mentirosa espero que não. ... [7/5 17:45] Thiago Agostinho: Assim eu espero, porque você também não me conhece [7/5 17:46] Josiane: Com certeza hoje em dia ninguém conhece ninguem [7/5 17:46] Thiago Agostinho: Pois é, fica na fé e aguarde que já lhe entrego sua casa [7/5 17:46] Josiane: Por isso vamos fazer o combinado  tudo bonitinho [7/5 17:47] Josiane: Ok obrigado Porém estou com receio de que ela possa tentar algo enquanto estou organizando a mudança, a dona da casa se chama Josiane Neves de Avellar, na conversa ela alega que os traficantes não invadiram a casa por respeito, não sei porque ela está fazendo isso, estou em dia com minhas obrigaçÃµes."
Tráfico de drogas/Armas;Queremos denunciar um menor de 14 anos de nome Ruan  que mora na rua José Marques n 156 ,centro Queimados RJ sua mãe e usuária de drogas, seu nome é Cristiane e atende por Tita , ele  estuda no colégio municipal professor Leopoldo machado no período da tarde, esse garoto tem levado drogas para dentro da instituição e ameaçado outros alunos, muito  agressivo e problemático, sua mãe o faz buscar drogas para ela também, 
Tráfico de drogas/Armas;Boa tarde, como foi avisado ontem dia 07/05/17 que os bandidos da favela do muquiço iriam fazer uma carreata saindo da comunidade entrando na travessa Santo António, pegando a rua jabiri e retornando para a comunidade. Pois bem, eles fizeram e não tiveram medo passaram mais de 20 motos com os garupas portando fuzis e pistolas. Sabem porquê , nenhuma viatura apareceu mesmo a gente informando bem antes através desse canal de denúncias. Não sabemos o que acontece com o comandante do 9 batalhão que parece não ter ciência das nossas denúncias, porque ele nunca faz nada. Todos os dias e principalmente aos finais de semana os bandidos desfilam aqui na travessa Santo António em marechal hermes. Já foi falado por eles que estão fechados com o batalhão. Não sei o que quer dizer isso mais não deve ser coisa boa. Por isso, eles fazem o que querem.
Tráfico de drogas/Armas;Estão fabricando drogas dentro da residência e estão invadindo casas de veranistas para esconder as drogas. A residência que fabrica é a primeira casa do lado direito dentro da travessa, e o principal local de esconderijo é uma casa de veranista do lado esquerdo que tem um pé de coqueiro. Ambas as casas não tem número. Obs: O veranista ainda não sabe que isso está acontecendo em sua residência. 
Tráfico de drogas/Armas;Boa tarde. Tem um terreno próximo a minha residência que é particular, só que ninguém sabe de quem é, mas só usam para jogar lixo e caixotes. Só que a um tempo além da lixeira que estão fazendo estão colocando dois cavalos, uma egua e seu filhote. Eles ficam no tempo, sem água e sem comida por vários dias. Se alimentam dos lixos ou do que os vizinhos jogam para eles comerem. Outro dia botaram fogo no terreno, acho que o dono dos cavalos, com os animais dentro. Diminuiu o lixo, saiu foi rato de dentro e os bichinhos lá dentro com medo do fogo. Estou denunciando não só pelo terreno, mas sim pelos maus tratos. A egua está com um machucado na junta da pata enorme. Se não tiver nos cascos já que vivem pisando naqueles caixotes. Agradeço uma providência para com os animais. Ontem subi na casa do visinho e consegui tirar algumas fotos. Grata!
Tráfico de drogas/Armas;a rua inteira fica tomada de vagabundo e maconheiros... constantemente com motoqueiros vigiando e passando... a praça que fica próxima, fica tomada de marginais... inclusive os que tentaram roubar os caixas 24 hrs... em frente a fábrica desativada no número 139, proximo as árvores, está impossivel de passar diariamente... principalmente fim de semana( em especial as sextas) onde existe um encontro de adolescentes, que consomem livremente... 
Tráfico de drogas/Armas;Residência sendo usada para fabricar drogas. Estão invadindo residências não abtadas para esconder drogas. Ao entrar na travessa a primeira casa a direita é o local que fabrica. O local que é encondido a droga fica a esquerda em uma casa com pé de coqueiro. Ambas as casas estão sem número. 
Tráfico de drogas/Armas;Eles estão aqui na rua com uma arma e fica afrontando os moradores
Tráfico de drogas/Armas;Um grupo estão  usando e encomodando as pessoas
Tráfico de drogas/Armas;Ontem a noite as 18:50h, passei atrás do shoping Bay Market no centro de Niterói, e senti um forte cheiro de maconha. Peço ajuda, porque se já foi muito ruim para mim que sou adulta, imagina uma mãe passando com uma criança ou até mesmo um grupo de adolescentes sozinhos na saída do colégio.  Fiquei espantada com a facilidade em sarem drogas em plena segunda-feira e nesse horário. O shoping cheio e ninguém faz nada. 
